Fe1,Fe2,Fe3,Fe4,Fe5,Fe6,Fe7,Fe8,Fe9,Fe10,Fe11,Fe12,Target
8.76983094721956,-28.132754053748943,-7.217933464641539,-2.9261015794319456,2.479672519979402,-9.801401676615072,-0.7093038921220337,-2.7124017676523886,-3.349621665991021,-0.3024953839162566,-1.934686370915004,-0.7762855500559005,0.0
9.101204240522888,-27.71250294008349,-7.40218946272507,-7.684518584432361,-3.144192716336204,-11.47464646004684,0.9093694541558858,3.8706970895552346,6.033721534955308,4.852083030374058,0.816946178651167,-0.0868211826208541,1.0
8.269127459914984,-28.09671902898806,-4.344011229310547,-5.690029873594142,-0.695199089239599,-6.964166890719605,1.6088479635837227,-0.0662859928716048,1.533914805946628,0.9575559707430256,-3.4044311538795604,-2.2442256909791087,2.0
8.952217364162719,-25.82838300513043,-3.867473523073573,-2.178897554945127,-0.1951594061338355,-13.190862336974275,-4.091814905740338,-2.099132383769366,0.5608296144652215,3.3015028084343023,1.3773581809058748,-0.666695410574971,3.0
9.360507224969329,-25.95389588830444,-9.181735494836456,-5.169505675976649,-0.2767539343190225,-12.081352847972813,1.2477578308447492,1.873247509976684,1.0633822390985324,3.797565347918945,1.554781082502339,-1.630785562942722,4.0
10.64769165456341,-24.436135848161538,-10.95635324235815,-4.487281021297013,2.8834151248350826,-11.877479818579015,1.1837998094990163,1.7474887006449602,1.4679249078379577,3.8158005876281735,0.8164076399452695,-0.5588717691409124,5.0
11.39875584840873,-28.841352913344544,-14.057537208218903,1.332306092315254,0.5165932063103376,-17.16965811241225,3.362169940547257,3.7904266389835897,-2.5288712454472715,3.730921992721337,4.056778790284268,-1.1239592051878695,6.0
9.969493377950954,-27.712725615359744,-11.75851378055343,-3.726743161764212,0.8958517182849941,-11.858418681523329,3.74572643683816,0.4664808953801356,-4.678666359006106,-3.122317931292736,-3.2610280136793026,-0.8334319332060725,7.0
8.707049179547418,-29.10866008065059,-9.428159529467152,-5.347252960467444,2.858630238841928,-6.920841641013594,4.132480948167077,-0.676057691418774,-3.2612817487853625,-1.23643763725918,-2.1541557165678054,0.7600604150045429,8.0
10.56363017554686,-21.36359790816841,-12.588219487966814,-6.799799268023743,2.705514640954135,-10.059904231610702,3.160043419484005,1.534948079568094,0.9875006474919128,2.917181417113736,-1.3795245837712526,-0.7215429302542273,9.0
10.83323929945871,-17.39035713828284,-2.0655420020123647,0.5506772076831588,4.810516480844932,-8.73614272060084,2.018993688710656,0.479990779351825,-2.7425274010587546,1.0120738659542543,-0.9288315201086768,-2.4913134020236924,0.0
11.771364183126886,-12.149149798249876,1.1004547502770912,1.781643811124078,4.297378838216597,-8.309137947439243,2.2328838121162566,1.3905685027984518,0.2021111040120835,2.1131674684712727,-5.473123293995665,-6.757033132675238,1.0
11.16165032863834,-15.753634438059684,-3.3697294413762195,0.4111017555998917,4.659128146467738,-4.103842017643891,4.9791877631874994,0.1779453950076227,-3.205218325506359,-1.983473136042877,-4.725531605071153,-4.282131597377877,2.0
11.79411734225587,-14.472572158371149,-3.713819891427673,1.8023392329897352,4.360513005285254,-14.640093237922374,-0.4518089252867013,-0.1005409356330435,-3.116815356957061,4.00632037762398,0.1200498529331786,-3.62133343721256,3.0
11.03205358416158,-21.9764842984864,-13.215129506548374,-4.407580561928809,1.908602307747033,-13.862268152930191,2.965729048248125,3.3030848711770804,0.4052130856568723,2.2523228107254187,-0.5179377520523925,-1.029051701655055,4.0
